student_id,week,stress_level,hours_slept,comment
5596518,7,4,3,Section education red there dog drug significant.
5403313,7,3,9,Hot present pay attack she board same stay bring war.
5157741,7,5,1,Beyond news upon career account.
5593835,7,5,6,Become Mr within cup instead game minute song.
5240716,7,1,9,Foot when adult when box successful one.
5853571,7,2,5,Although dark interest dark voice early close.
5933707,7,4,6,Image between get here term responsibility picture vote dinner sport.
5001107,7,2,9,Stop support voice provide low ground represent issue another.
5649186,7,5,1,Ball our hit moment growth a bring officer toward.
5158554,7,3,9,No authority sister office nice improve moment.
5847618,7,3,2,Have enjoy plan already six assume result speech.
5716273,7,2,8,How interview improve away hour.
5815356,7,1,1,Result parent only commercial project model.
5985701,7,3,1,Thank together significant method.
5123312,7,2,9,Benefit defense than peace partner should.
5854776,7,1,8,Party wait evidence feeling season administration.
5810827,7,2,9,Other law perhaps arm see.
5214453,7,1,6,Eat to stage view today individual understand including senior military.
5614688,7,2,6,We marriage yourself participant national bad day above tend rock.
5330876,7,5,1,Realize memory section for young north.
5506793,7,2,7,Adult right much hard case.
