student_id,module_id,module_code,week,attendance_status
5596518,4347613,CF3C7,4,1
5596518,9290719,OT1J4,4,1
5596518,8823013,VJ1J1,4,1
5596518,8255304,LL3P4,4,1
5403313,6683623,HA3E1,4,0
5403313,5665563,WS2V4,4,1
5403313,7754571,CF3N3,4,1
5012623,7789128,VX3F3,4,1
5012623,4517942,ZL2N3,4,1
5012623,3933399,YT2K6,4,1
5012623,5121167,FH1D1,4,1
5157741,4517942,ZL2N3,4,1
5157741,3298757,QC3Z3,4,1
5593835,6046826,YZ1C4,4,0
5593835,4163258,JV3T6,4,1
5593835,2556419,SV2M9,4,1
5893031,6683623,HA3E1,4,0
5893031,7754571,CF3N3,4,1
5240716,5137802,UG3L8,4,1
5240716,9699589,NW2C9,4,0
5240716,1969828,OP1R7,4,1
5240716,6290004,OB1E1,4,0
5853571,3463940,QV3N9,4,1
5853571,1068976,MX2V5,4,1
5853571,3462205,KS2W9,4,1
5853571,6966816,YY2W5,4,1
5713752,1969828,OP1R7,4,1
5713752,2334726,TF3Q8,4,1
5713752,9699589,NW2C9,4,1
5713752,5137802,UG3L8,4,1
5933707,5665563,WS2V4,4,1
5933707,6683623,HA3E1,4,0
5001107,3933399,YT2K6,4,1
5001107,5121167,FH1D1,4,0
5649186,4163258,JV3T6,4,0
5649186,6046826,YZ1C4,4,1
5649186,2556419,SV2M9,4,1
5158554,1068976,MX2V5,4,1
5158554,3463940,QV3N9,4,0
5847618,8255304,LL3P4,4,0
5847618,8823013,VJ1J1,4,0
5716273,4347613,CF3C7,4,1
5716273,9305211,LT2W5,4,1
5716273,8823013,VJ1J1,4,1
5716273,8255304,LL3P4,4,1
5484355,6966816,YY2W5,4,0
5484355,3462205,KS2W9,4,1
5815356,6966816,YY2W5,4,0
5815356,1068976,MX2V5,4,1
5985701,6683623,HA3E1,4,1
5985701,5665563,WS2V4,4,1
5985701,3933399,YT2K6,4,1
5346247,7754571,CF3N3,4,1
5346247,6683623,HA3E1,4,1
5123312,3008067,NF1H1,4,0
5123312,6881969,HU3D5,4,0
5202170,4163258,JV3T6,4,1
5202170,2556419,SV2M9,4,1
5202170,6046826,YZ1C4,4,1
5854776,3462205,KS2W9,4,1
5854776,3463940,QV3N9,4,1
5854776,6761792,JN3I1,4,1
5854776,6966816,YY2W5,4,1
5810827,7754571,CF3N3,4,1
5810827,5665563,WS2V4,4,1
5118612,2556419,SV2M9,4,1
5118612,4163258,JV3T6,4,1
5118612,6046826,YZ1C4,4,1
5214453,6290004,OB1E1,4,1
5214453,3008067,NF1H1,4,1
5214453,6881969,HU3D5,4,1
5789475,4517942,ZL2N3,4,1
5789475,5121167,FH1D1,4,1
5789475,3298757,QC3Z3,4,1
5789475,3933399,YT2K6,4,0
5614688,2556419,SV2M9,4,0
5614688,6046826,YZ1C4,4,1
5330876,8823013,VJ1J1,4,1
5330876,8255304,LL3P4,4,1
5330876,4347613,CF3C7,4,1
5330876,9305211,LT2W5,4,1
5580662,2334726,TF3Q8,4,1
5580662,1969828,OP1R7,4,0
5580662,5137802,UG3L8,4,0
5580662,9699589,NW2C9,4,1
5506793,7754571,CF3N3,4,0
5506793,5665563,WS2V4,4,1
