student_id,week,stress_level,hours_slept,comment
5777990,10,5,6,Surface few power child wife.
5163291,10,4,4,Benefit culture mind but.
5874065,10,2,1,Society available land even music town perform.
5422612,10,3,7,He color action time trip including rule page happy.
5344188,10,5,7,Past gas education leg report.
5390494,10,5,1,Debate on pull need front rise.
5195256,10,4,5,Let kitchen ten white can debate food.
5499381,10,4,1,Mean fly general number news phone fall claim.
5144396,10,3,7,Nation factor himself night condition authority main campaign three cause.
5730773,10,2,8,Certain city system choice interview my often wife.
5704497,10,5,1,Talk night others candidate simply entire individual again indeed attack.
5628324,10,5,1,Floor resource expect certain color.
5394393,10,1,8,Over meeting century mention idea gun.
5089812,10,3,8,Represent agreement catch whose reality.
5305333,10,4,1,Pay staff administration short per job day.
5653437,10,5,5,Create among fund likely owner think when create consumer themselves.
5568220,10,4,7,Leg home professional large assume.
5672919,10,3,4,Sport difference side age put boy special movement whatever seven.
5733746,10,2,5,Data want during free yeah.
5278442,10,3,8,Speak away across type stop participant upon whatever support deep.
5238205,10,3,8,Assume accept factor so less generation ground fund.
5044212,10,3,1,Agency song old media attorney.
