student_id,week,stress_level,hours_slept,comment
5130236,12,5,2,Me office painting heart radio sure either movie return too.
5537008,12,4,2,Line stock near chance street.
5750799,12,3,9,Reality important increase letter offer.
5717562,12,4,9,Many medical like guy success identify effect already.
5032322,12,3,6,Sing building writer share blood whether spring usually hard could.
5175450,12,5,6,All left person evening page long.
5063290,12,1,6,Measure on from today language capital continue.
5658316,12,5,3,Far range none economy cold say face.
5773623,12,2,4,Seven power last shoulder rich five.
5065194,12,3,2,Human he quite environment system.
5060259,12,3,7,Discuss member require much letter animal child team investment entire.
5107045,12,5,6,Record term father main two partner fear may.
5566911,12,4,6,Site appear which change magazine party official be.
5046428,12,1,8,Them arrive think population five look social choose.
5607274,12,3,3,Century tough economic present class.
5283881,12,2,4,Clearly dream church at analysis week.
5963624,12,3,6,Exactly answer staff citizen cut claim smile challenge.
5780039,12,3,8,Eat anything sell policy draw mean technology resource.
5694868,12,3,8,Mr watch ready get kid across beyond.
5059686,12,1,9,Worry weight animal dog ask sign pay high house.
5739829,12,5,3,Article lay book figure quickly.
